𠀀	hē
𡇵	dàng
𡇶	hé
𡇷	tài
𡇸	guāi
𡇺	yù
𡇼	yà
𡇿	wān
𡈀	qūn
𡈅	jué
𡈆	ōu
𡈉	quān
𡈊	zhí
𡈋	kǔn
𡈍	líng
𡈎	wū rì
𡈏	xìn
𡈐	dá
𡈒	yuān
𡈓	yuàn
𡈗	mò
𡈙	yóu
𡈞	wǔ
𡈠	zhāng
𡈣	xuān
𡈦	rǎo
𡈧	gǔn
𡈨	yù
𡈮	xiá
𡈯	biǎn
𡈰	yóu
𡈲	yīn
𡈴	xuán rǔ
𡈵	yóu
𡈶	léi
𡈼	tǐng tíng zhēng zhǐ
𡈿	zhēn
𡉂	tǐng
𡉄	zài kū
𡉅	gā
𡉆	lá
𡉇	kuài
𡉉	què
𡉎	jú
𡉐	chūn
𡉑	dā
𡉒	tún
𡉓	āi
𡉗	zǐ
𡉚	huáng fēng
𡉛	yì
𡉡	zuò
𡉦	wù
𡉩	bào
𡉪	chí
𡉫	tún
𡉭	rì
𡉴	lú hù
𡉷	jié
𡉸	shì
𡉺	zuān
𡊁	yì
𡊄	fèn
𡊅	fèn biàn
𡊉	mò
𡊍	shù
𡊛	áo
𡊝	pǐ
𡊞	píng pìng
𡊟	pō
𡊠	jiá
𡊡	zhóu
𡊣	qiū
𡊥	zhào
𡊧	yǒu
𡊨	tán
𡊫	rǒng
𡊭	mì
𡊶	yì
𡊸	rǒng
𡊻	liè
𡊼	qióng
𡋙	huí
𡋚	jì
𡋟	gào
𡋧	yóu
𡋨	chā
𡋩	dé
𡋪	yīn
𡋬	yù
𡋭	bèi
𡋯	bó
𡋲	zuò
𡌔	qiāo
𡌚	chǎ
𡌜	xīn
𡌞	chí
𡌤	kuí
𡌦	fèi
𡌩	tā dá
𡌪	guài
𡌭	duō
𡌲	guī
𡍌	chǎn
𡍍	nǎo
𡍐	hú
𡍒	táo
𡍡	yì
𡍤	niè
𡍥	zhài
𡍦	huán
𡍨	dù
𡍪	qì
𡍫	cè
𡍮	chuí
𡍲	dā
𡍶	zhì
𡍷	gèng
𡍻	wèng
𡎁	hù
𡎉	dù
𡎊	fàn
𡎍	chí
𡎐	yì
𡎑	àn
𡎒	kuò
𡎓	hè
𡎔	wò
𡎘	yīng
𡎚	piǎn
𡎫	zhá qì
𡎬	zhuǎ
𡎮	sù
𡎳	nì
𡎺	zhú
𡎻	chán
𡎾	bèng
𡎿	ní
𡏀	zhí
𡏁	huì
𡏖	ài
𡏘	xià
𡏚	zhì
𡏛	xī
𡏞	jiǎng
𡏩	duī
𡏪	fū
𡏭	jiāo
𡏮	cháo
𡏯	bài
𡏲	xì
𡏵	liè
𡏼	áo
𡐋	zāo
𡐌	chù
𡐏	tuǒ
𡐒	háo hào
𡐓	kāng
𡐔	yín
𡐖	xiàn
𡐝	fù
𡐞	biē
𡐠	kuī
𡐤	qiè
𡐥	sà
𡐿	dā da
𡑀	yě shù
𡑄	zhǎng
𡑆	liáng
𡑈	duǐ
𡑍	láo
𡑎	xūn
𡑘	zhì
𡑚	kū
𡑞	suì
𡑟	wō
𡑢	dié
𡑣	kū
𡑤	luǒ yíng
𡑯	jiǎn
𡑶	jiǎng
𡑻	zhuì
𡑽	shuǎng
𡑾	yú
𡒁	sà
𡒃	yù ào
𡒄	lǎn
𡒊	yù
𡒌	qiǎn
𡒍	jù
𡒏	liè
𡒒	shú
𡒓	xiàn
𡒖	gài
𡒢	tái
𡒧	tiǎn
𡒩	gāo
𡒯	mèng
𡒱	dí
𡒳	mián
𡒾	huī kuì
𡓉	duò
𡓍	liè
𡓒	lài
𡓓	yín yīn
𡓔	lǎn
𡓖	jiāo
𡓘	huò
𡓜	qiáng
𡓣	guō
𡓦	zhàn
𡓭	mǐ
𡓰	kuī
𡓷	duò
𡓿	yín
𡔇	lèi
𡔕	gòng
𡔛	tǐng
𡔜	yáo
𡔞	wǎng
𡔢	jié
𡔣	jié qiè
𡔨	xiū
𡔪	shù
𡔱	wèi
𡔴	yù
𡕁	zhān
𡕄	yī
𡕉	āng
𡕏	sǎng
𡕐	chóu
𡕒	kuà
𡕖	jǔ féng
𡕗	hài
𡕢	miǎn mǎn
𡕥	xuè
𡕧	hàng
𡕨	fú
𡕪	chóu
𡕮	líng
𡕰	zōng
𡖉	kūn
𡖊	sù
𡖌	zhōng
𡖎	zhāo
𡖐	diě
𡖑	gǒu
𡖒	yún
𡖓	dān
𡖔	nuǒ
𡖗	niǎo
𡖛	bǐng
𡖝	rán
𡖞	chān
𡖢	rǒng
𡖣	yīn
𡖤	chān
𡖧	zhì
𡖪	guài
𡖫	nuó
𡖬	shēn
𡖯	sù
𡖲	wǒ
𡖳	chǐ
𡖶	mò
𡖺	miè
𡖻	zhí
𡖾	qī
𡗁	gōu
𡗆	lǒu
𡗈	zī
𡗍	dǎng
𡗏	xiǎn
𡗑	rǒu
𡗔	tài
𡗗	pěng
𡗞	xī
𡗢	kuā běn
𡗤	guì
𡗥	chún
𡗦	jiè
𡗲	jiè bēn
𡗳	xī
𡗵	kū
𡗷	gū
𡗸	zhà kuā
𡗹	fàn
𡗼	xiè
𡘍	huán qié
𡘏	niǎo
𡘐	xì
𡘛	cū
𡘝	gǔn
𡘡	xī
𡘧	qiá
𡘪	māng
𡘭	zhé
𡘰	juàn
𡘴	biē
𡙀	biē
𡙅	quán
𡙋	xì
𡙎	jiǎo miǎo
𡙐	quán
𡙑	zhǐ
𡙒	tiān
𡙓	kāi
𡙘	sǎn yì
𡙛	zī
𡙣	jié
𡙪	bié
𡙬	dòu
𡙭	zuī
𡙳	jú
𡙶	yǎn
𡚁	bì
𡚅	kuǎi
𡚇	yàn
𡚈	wéi
𡚊	huān
𡚌	hào
𡚍	lián
𡚑	gōng
𡚔	méng
𡚗	lěi
𡚙	dì
𡚛	bǐng
𡚜	huān kàn
𡚟	wā
𡚠	jué
𡚤	bì
𡚦	jī
𡚨	chì
𡚭	bā
𡚮	jiǔ
𡚷	dì
𡚸	yāo
𡚹	zhàng
𡚻	dà
𡚼	shí
𡚽	hào
𡚾	shū
𡛌	yè
𡛗	bì
𡛘	pǐ
𡛙	yǎo yāo
𡛜	dī
𡛝	càn
𡛞	pín
𡛟	yuè
𡛠	qiē
𡛡	pī
𡛰	zhí
𡛵	tuǒ
𡛶	xiè
𡛽	yè
𡜀	fàn
𡜁	guā
𡜂	hù
𡜃	rǔ
𡜉	rǎn ràn
𡜊	fǒu
𡜋	huāng
𡜚	rú
𡜝	dòng
𡜢	mǎo
𡜥	duī
𡜦	huì
𡜧	xì
𡜨	xiū
𡜪	nǎo
𡜫	rǎn
𡜬	yī
𡜯	zhé
𡜱	jì
𡜲	gào
𡜳	yòu
𡜵	pū
𡜿	mǔ
𡝈	chù
𡝉	cū
𡝊	zhé
𡝋	niǎo
𡝍	qiè
𡝏	pín
𡝐	chá
𡝒	niǎo
𡝓	suī
𡝗	qún
𡝙	chá
𡝚	chéng
𡝛	yáo
𡝜	dù
𡝝	wāng
𡝟	niàn
𡝦	nǒu
𡝧	xì
𡝩	yāo
𡝫	chān
𡞏	nài
𡞘	xiè
𡞙	miè
𡞚	kěng
𡞜	cù
𡞞	shěng
𡞟	pàn
𡞠	hù
𡞢	kè
𡞣	xiàn
𡞥	hóu
𡞦	qióng
𡞧	zōng
𡞪	fú
𡞫	nài
𡞭	nì
𡞯	kǔ
𡞾	nèn
𡟍	gē
𡟑	hóu
𡟓	āi
𡟕	shī
𡟞	xiū
𡟟	cōng
𡟠	jiāo
𡟢	zhá
𡟣	xiāo
𡟤	liàn
𡟥	qǔ
𡟨	shǎn
𡟩	xiè
𡟫	gòng
𡟬	miè
𡟭	chái
𡟯	ēn
𡟰	wǎn
𡟳	dòu
𡠆	kòu
𡠉	lí
𡠊	tiáo
𡠋	shī
𡠏	sāng
𡠒	guān
𡠖	hào
𡠗	zhì
𡠘	yàng
𡠙	tōng
𡠚	bì
𡠜	mó mò
𡠞	fú
𡠥	qiáng
𡠹	zhì
𡠼	sōu
𡠿	niǎo
𡡀	juàn
𡡂	yàng
𡡄	huāng
𡡈	bēng
𡡉	mó
𡡊	cháo
𡡎	lǚ lóu
𡡏	shāo
𡡐	bǔ
𡡑	zēng
𡡒	sī xī
𡡓	xū
𡡔	zuì
𡡕	yuē
𡡖	zān cān
𡡗	luǎn luàn
𡡥	qú
𡡺	miǎo
𡢀	zhuàn
𡢈	dàng
𡢊	yuān
𡢎	fàn
𡢒	jǔ
𡢕	huǐ
𡢖	qì
𡢘	yùn yíng
𡢚	màn
𡢜	mǒ
𡢱	piāo
𡢳	jìn
𡢹	yāo
𡣀	chì
𡣁	nì
𡣂	sōu
𡣈	shù
𡣋	piāo
𡣔	hàn
𡣕	pín
𡣠	yāo
𡣢	néi
𡣪	shì
𡣬	yuān
𡣮	cài
𡣯	jié
𡣹	xiè
𡣽	yán
𡣾	xiāo
𡤋	xiè
𡤌	lì
𡤎	fàn
𡤗	zhù
𡤙	nà
𡤛	zhuǎn
𡤞	kuī
𡤢	luó
𡤫	qiā
𡤶	wān
𡤽	shǔ
𡤿	chèng kǒng
𡥁	yì
𡥆	hǎo hào
𡥈	jiào
𡥋	huì
𡥍	xiào
𡥎	cí zǐ
𡥘	chuā
𡥞	jì bèi
𡥦	nǐ jìn
𡥧	jìn
𡥨	nǐ jìn
𡥩	tǐ
𡥶	jù rú
𡥸	mìng
𡥽	lí
𡥿	zhòng
𡦁	xù
𡦃	qióng
𡦄	fú
𡦆	bìn
𡦊	jì
𡦍	qí
𡦎	xì
𡦔	dèng
𡦕	ér
𡦛	shú
𡦜	tóng
𡦝	xiáo
𡦟	pí
𡦨	dǎn
𡦪	jí
𡦳	xiào
𡦷	cóng
𡦹	guān
𡦻	bīn
𡦼	rǒng
𡧍	miàn bīn
𡧒	miàn
𡧔	shū
𡧕	xiáo shǒu
𡧖	bǎo
𡧗	wà
𡧙	pào
𡧣	gǎi
𡧥	hū
𡧦	héng
𡧨	zhú
𡧩	guāi
𡧭	guì guǐ
𡧮	yǎo
𡧯	jì
𡧱	hài
𡧹	dài
𡧼	bīn
𡧽	huǎng huāng
𡨀	chá
𡨂	wù
𡨄	xià sāi
𡨅	jú
𡨇	yǎo xiǎng
𡨖	fěn
𡨗	zào
𡨛	fēng
𡨜	jì
𡨢	jū
𡨣	yù
𡨧	zǎi
𡨩	hūn
𡨲	jié
𡨳	xiòng hùn
𡨵	nài
𡨻	nǒu
𡨽	shěng
𡨿	yù
𡩂	huán
𡩃	gěng
𡩄	wǎn
𡩆	tuó
𡩇	qiāo
𡩘	yìn
𡩚	jiā zhuàn
𡩡	suǒ
𡩣	jié
𡩤	xī
𡩥	wěng
𡩩	máng
𡩶	yáng
𡩸	yáo
𡩽	máng
𡩾	ōu
𡪁	án
𡪅	lòu
𡪐	diàn
𡪑	è
𡪒	zǐ
𡪗	è
𡪙	àn
𡪞	huò
𡪠	céng
𡪰	xiòng
𡪱	jì
𡪳	zuó
𡪵	qí
𡪹	liáo
𡪺	zhēng
𡫀	jī
𡫁	qī chèn
𡫂	juǎn
𡫃	níng
𡫛	mián
𡫟	sè
𡫥	hè
𡫦	rǒng
𡫧	qǐn
𡫬	jū
𡫯	lì
𡫳	sè
𡫵	shí
𡫸	nì
𡫹	xián
𡫺	fū
𡫽	rǔ yù
𡬁	xiòng
𡬂	guì
𡬄	jì
𡬆	měng mèng
𡬇	fū
𡬉	sài
𡬊	yù
𡬋	jiào
𡬌	mèng
𡬍	lóng
𡬎	qiāng
𡬐	mí mǐ
𡬓	yí
𡬖	hān
𡬗	nì
𡬘	lào
𡬙	sèng
𡬜	lǐn
𡬞	yù
𡬥	nuó
𡬫	wù
𡬯	biǎn
𡬲	biǎn
𡬳	xuān shòu
𡬵	jiān
𡬸	biǎn
𡭂	dé
𡭇	zhuān
𡭋	rǒng
𡭐	shuàn
𡭘	jiā
𡭚	mó
𡭛	huǐ
𡭞	zhān
𡭢	bài
𡭣	liè
𡭥	xiē
𡭭	jiǎn
𡭮	shǒu
𡭳	kào
𡭴	xì
𡭷	guān
𡭸	luàn
𡭽	xì
𡭾	nǒu
𡭿	chǎng
𡮎	liáng
𡮙	nài
𡮚	rǔ
𡮞	zhì
𡮦	cáo
𡮰	lì
𡮻	lán
𡮿	chān
𡯁	wāng
𡯄	lì
𡯇	wù
𡯈	páo
𡯉	yòu
𡯋	gān
𡯏	ān
𡯐	xiū
𡯑	shuǐ zhuǐ
𡯒	ruǐ
𡯘	bǎn
𡯙	yóu
𡯛	zuǒ
𡯢	huó
𡯣	yào
𡯥	huī
𡯨	zuò
𡯩	xiāo
𡯫	mián
𡯰	gà
𡯱	yuǎn
𡯳	bò
𡯴	chào
𡯵	tuǐ kuì
𡯷	bò kòu
𡯽	gà
𡯿	tiāo
𡰀	ná
𡰂	kuī
𡰅	hú
𡰆	niè
𡰋	huí
𡰌	lǒu
𡰎	tí
𡰐	qiào
𡰑	qiáo
𡰒	zhǒng
𡰖	dī
𡰚	lín
𡰝	quán
𡰞	zhuān
𡰠	léi luán
𡰢	xié
𡰣	shī
𡰥	rén yí
𡰨	dāng
𡰫	niǎn
𡰯	shǐ diǎo běi
𡰲	xián
𡰵	jī
𡰸	jī
𡰹	zhí
𡰽	ài
𡰾	cī
𡰿	pú
𡱁	shǐ
𡱂	tún
𡱅	qū
𡱆	shǔ
𡱇	diān
𡱉	xiǎo
𡱊	shuǐ
𡱌	huán
𡱐	yí
𡱑	juān
𡱔	zhǐ qì
𡱜	zhào
𡱣	xù
𡱯	lòng
𡱱	zhù
𡱳	suǒ
𡱷	dié
𡱺	qú
𡱼	kè kuà
𡱽	hū
𡱾	jū
𡲀	qǐng
𡲆	jī
𡲍	bīng
𡲕	tì
𡲗	jué
𡲚	qiú
𡲣	jiàng
𡲪	yùn
𡲭	mèi
𡲮	pī
𡲰	qú
𡲼	mì
𡲾	tuī
𡲿	tì
𡳂	kài
𡳄	bǐ
𡳆	qū qù
𡳏	tiāo
𡳑	chù
𡳘	jú
𡳚	xī
𡳞	lìn
𡳭	chǐ
𡳮	jī
𡳴	lú
𡳸	lì
𡳾	jué
𡴅	zhū
𡴆	lù
𡴎	niè
𡴔	quán
𡴘	xìng
𡴞	yǔn
𡴭	yà
𡴯	è
𡴱	hù jié
𡴹	jié
𡵀	máng
𡵉	wù
𡵌	chā
𡵑	qīn
𡵒	jié qǐ
𡵓	hóng
𡵕	dān
𡵖	ěn
𡵗	zè
𡵘	hù
𡵙	àng
𡵚	jiè
𡵛	fù
𡵜	yòng
𡵞	fēng
𡵬	mù
𡵭	cūn
𡵶	sè
𡵷	cóng
𡵻	kāng
𡶂	yào
𡶃	ài
𡶄	bāo
𡶆	pǒ
𡶈	shǐ
𡶉	fàn
𡶋	jú
𡶌	pí
𡶎	wèi
𡶏	kū
𡶐	qié
𡶑	gān
𡶢	kuàng
𡶣	suì
𡶤	bēng yòng
𡶥	jiā
𡶦	yà
𡶪	kàn
𡶫	niè
𡶭	xíng
𡶯	xì
𡶱	lìn
𡶲	duǒ
𡶾	shí
𡷈	shì
𡷋	duì
𡷍	jiāng
𡷎	yǔ
𡷏	lù
𡷐	ěn
𡷓	gǔ
𡷕	wěi
𡷖	chē
𡷗	huàn huán
𡷘	bié
𡷛	hàn
𡷜	tuí
𡷝	nà
𡷞	qǐ
𡷠	tóu
𡷡	yuān
𡷢	wáng
𡷤	wú
𡷥	gào
𡷨	kēng xíng
𡷪	yí níng
𡷫	chéng
𡷸	xiāo
𡷺	guǐ
𡷻	yà
𡷼	suì
𡷽	sǒng
𡷿	zhuó
𡸂	tū tú
𡸃	jiǎn
𡸅	tāo
𡸈	zè
𡸉	lì
𡸌	zhù
𡸎	jié
𡸑	tì
𡸔	xié
𡸕	qióng
𡸗	yà
𡸘	jū
𡸛	yín
𡸜	zhí
𡸞	kǎn
𡸟	zī
𡸡	kē
𡸣	niè
𡸤	qiáng
𡸥	wǎn
𡸦	zé
𡸨	jū
𡸪	zì
𡸫	pīn
𡹄	yà
𡹇	lín
𡹉	qí
𡹎	huí
𡹓	qì
𡹔	bēng
𡹕	yáng
𡹖	suì
𡹘	qǐ
𡹙	guī
𡹢	qìn
𡹣	ē
𡹥	zuò
𡹨	zè
𡹩	qì
𡹪	jí
𡹬	tuó
𡹭	dié
𡹯	huì
𡹰	máo
𡹲	xǔ
𡹵	hóu
𡹶	yǎn
𡹷	xiáng
𡹸	cōng
𡹹	hú
𡹼	àn yǎn
𡹾	bǐng
𡺇	duǒ
𡺐	zhǔ
𡺑	dié
𡺒	yōu
𡺓	qǐ
𡺔	shí
𡺕	xūn
𡺖	yōu
𡺗	kān
𡺘	qiǎo
𡺛	qiāng huà
𡺜	pén
𡺞	shí
𡺟	quán
𡺡	yíng
𡺧	shā
𡺫	tāo
𡺭	hòng
𡺮	pǐ
𡺯	yáo
𡺲	jùn
𡺴	tú
𡺵	chái
𡺷	xià
𡺸	qí
𡺺	qióng
𡺽	jìn
𡻈	zhēn
𡻌	zhū
𡻎	xī
𡻐	wēng
𡻑	zhǒng
𡻒	wù máo
𡻘	kē
𡻙	kuò
𡻚	kǎng
𡻝	cháo
𡻞	bì
𡻟	mò
𡻠	zhù
𡻡	hàn yán
𡻢	yǔ
𡻣	yí
𡻤	má
𡻧	qì
𡻨	gùn
𡻩	màn
𡻪	liáo liù
𡻫	lín
𡻬	zú
𡻭	lěi
𡻮	hù
𡻯	chuǎng
𡻰	qì
𡻱	léi
𡼀	huà
𡼁	chī
𡼃	pó
𡼄	dié
𡼊	lěi
𡼎	yǐ
𡼐	mín
𡼓	diàn
𡼖	dūn
𡼗	gāo
𡼘	hū
𡼚	xiāo
𡼛	gá
𡼜	pēng
𡼬	shěn
𡼱	wéi
𡼻	duì
𡼼	cháo
𡼽	yǐn
𡼾	kuài
𡼿	kū
𡽁	zuì
𡽂	gǔ
𡽃	duò
𡽅	yùn
𡽆	zhì
𡽉	jì
𡽊	chēng
𡽕	zuì
𡽖	xiè
𡽛	zuǐ
𡽜	án
𡽝	hāo
𡽠	pǒ
𡽢	dí
𡽣	yè
𡽧	náo
𡽱	jié
𡽲	bàng
𡽳	lǎn
𡽴	cáng
𡽶	bì
𡽻	zhǎn
𡽼	qì
𡾂	náo
𡾅	lǜ
𡾇	kuàng
𡾉	mó
𡾋	lěi léi
𡾌	páo
𡾒	lì
𡾓	céng
𡾕	dàng
𡾖	lěi
𡾙	è
𡾛	bèng
𡾜	jué huò
𡾝	huái
𡾥	xuán
𡾦	niè
𡾨	hài
𡾮	xiǎn
𡾰	jiǎn
𡾱	mí
𡾲	niè
𡾻	cáng
𡾼	sǒng
𡾽	zēng
𡾾	yì
𡿂	chóng
𡿄	cáng
𡿉	lěi
𡿊	nuó
𡿋	lì
𡿎	lí
𡿏	luó
𡿓	tǎng
𡿖	niè yà
𡿗	niè
𡿙	jī
𡿛	lěi
𡿝	nàng
𡿠	lín
𡿡	líng
𡿤	xián
𡿥	yù
𡿧	zāi
𡿨	quǎn
𡿩	liè
𡿪	liè
𡿯	yù
𡿰	huāng
𡿺	nǎo
𡿼	xùn
𡿾	jú
𡿿	huò
𢀁	yì
𢀊	xī
𢀋	sè
𢀌	jiǎo
𢀍	yōng
𢀓	jù
𢀕	shī
𢀖	jīng
𢀗	wàn
𢀘	yě
𢀙	jiū
𢀜	gǒng
𢀡	huī zuǒ
𢀪	ěr
𢀵	hàn
𢀼	fú
𢁀	fú
𢁁	zhuó
𢁂	jī jì
𢁏	bāng
𢁒	qí
𢁓	shǐ hài
𢁕	diǎo
𢁖	pèi
𢁗	xiǎn gàn
𢁘	sān
𢁝	cháng
𢁞	yuē
𢁠	gōng
𢁢	wū
𢁤	fēn
𢁥	fēn
𢁧	chǎn
𢁩	nèi
𢁪	jué
𢁬	zhǎo
𢁮	qián
𢁱	ǎo
𢁶	wǎng
𢁷	zhōng
𢁹	huāng
𢁻	bù
𢁼	zhǔ
𢁽	bì
𢁾	chāo
𢁿	zhēng
𢂀	fú
𢂁	kōu qú
𢂃	zuó
𢂄	xuàn
𢂆	fù
𢂊	yǎo
𢂍	bō
𢂏	bèi
𢂐	xié
𢂑	shì
𢂒	yí
𢂔	hóng
𢂕	cuì
𢂗	yì
𢂘	zhuān
𢂝	chì
𢂤	pō lù
𢂨	yín
𢂱	yuàn
𢂶	jiōng
𢂷	jiá
𢂹	mào
𢂺	qiàn
𢂼	yì
𢃀	wú
𢃍	bēi
𢃎	huò
𢃏	cóng
𢃐	kōng
𢃕	tà
𢃗	hàn
𢃘	qiàn
𢃛	qí
𢃜	zhí
𢃢	sè
𢃥	qiān
𢃦	guǒ
𢃩	gǔn juǎn
𢃬	jiān
𢃭	zhōng
𢃮	miǎn
𢃯	guǐ
𢃰	shì
𢃱	móu
𢃲	è
𢃳	bǎ
𢃴	là
𢃸	zhòu
𢃺	jí
𢄀	zǎo
𢄄	zhā
𢄅	yì
𢄇	gǒu
𢄊	guī
𢄋	yīng
𢄌	shǎi
𢄍	hé gé
𢄎	bàng
𢄏	mò
𢄐	méng
𢄓	wù
𢄔	dài
𢄗	jiǒng
𢄜	hàn
𢄟	tōng
𢄠	kōu
𢄡	lí
𢄢	zhì
𢄣	huì
𢄤	zǎn
𢄥	yì
𢄦	diǎo
𢄧	cù
𢄱	zhì
𢄳	kuǎ
𢄵	xiàng
𢄶	huà
𢄷	liáo
𢄸	cuì
𢄹	qiāo
𢄺	jiǎo
𢄼	xū
𢄽	èr
𢄿	tuō
𢅀	tán
𢅁	zhì
𢅈	nǎo
𢅉	mào
𢅊	dì
𢅋	céng
𢅎	jiǎo
𢅏	lián
𢅑	shā
𢅒	dàn
𢅕	suì
𢅗	guò
𢅚	biǎo biāo
𢅜	cì
𢅝	diàn
𢅞	lǜ
𢅟	nǐ
𢅠	yǎn
𢅡	lán
𢅤	gài
𢅥	chú
𢅩	bì
𢅪	zú
𢅫	huì
𢅭	lǎi
𢅮	xián
𢅯	fèn
𢅰	hè
𢅹	yào
𢅺	zhǎn
𢅼	néi
𢅾	luǒ
𢆀	yuán
𢆂	néng
𢆉	rěn
𢆍	chā
𢆜	gé
𢆞	jiǎn
𢆟	píng
𢆡	niān
𢆣	biè
𢆦	jiàn
𢆩	bìng
𢆯	mì xuán
𢆰	hù
𢆴	diǎo
𢆶	yōu zī
𢆷	yāo miào
𢆸	bēng
𢆺	chén
𢆻	jī duì
𢆽	yāo
𢇅	guān
𢇇	guān
𢇈	yàn
𢇕	chǐ
𢇗	shà
𢇘	yǎn
𢇙	yì
𢇚	yì
𢇛	chè chǐ
𢇞	hàn
𢇟	huāng
𢇤	shuì
𢇥	suì
𢇦	rén
𢇧	tán
𢇨	zhǐ
𢇪	fàn
𢇫	fěng
𢇰	tán
𢇲	mí
𢇳	pí
𢇴	bù
𢇵	nà
𢇶	tián
𢇷	bá
𢇸	yì
𢈂	yǎn
𢈄	tiāo
𢈆	yáo
𢈇	shěn
𢈈	kē wā
𢈉	tóng
𢈋	xuǎn
𢈓	yòu
𢈕	bài
𢈙	xiá
𢈚	lǚ
𢈛	kùn
𢈜	zāng
𢈝	qiú
𢈠	cù là
𢈡	zuī
𢈢	lǒu
𢈤	xiá
𢈯	shēn
𢈲	pú
𢈴	jīng
𢈵	qiāng
𢈶	yì sī
𢈸	niè
𢈹	duī tuí
𢈻	jié
𢈼	suì
𢈽	zhàn
𢈾	cōu
𢉁	bēng
𢉂	guān
𢉃	shě
𢉅	jìn
𢉆	dì
𢉑	dān
𢉓	nǎi
𢉕	nóu
𢉗	jí
𢉘	yán
𢉚	nòu
𢉜	dù tú
𢉝	wèi
𢉞	piān
𢉢	hú
𢉤	jià
𢉥	yè
𢉦	jǔn
𢉧	lán lián
𢉨	là
𢉩	yīn
𢉭	tuí
𢉵	nǎo
𢉺	zǔ
𢉿	mà
𢊀	sī mà
𢊁	zhì
𢊄	huī
𢊅	zhuì
𢊆	lì
𢊇	huì
𢊍	chú
𢊏	chè
𢊒	xiū
𢊓	lán
𢊕	cōng
𢊖	shèn
𢊗	mò
𢊘	yī
𢊙	yáo
𢊚	xǐ
𢊛	zuǐ
𢊜	bìng
𢊧	yú
𢊩	lù
𢊮	tuí
𢊯	wěi
𢊱	fén
𢊲	shěn
𢊺	liù
𢊻	liáo
𢋂	shǔ
𢋃	dǎn
𢋄	juǎn
𢋅	yú
𢋆	xìn
𢋇	yáo
𢋒	huó
𢋔	qiān
𢋚	má
𢋝	kǎi
𢋡	lǔ
𢋣	yōu
𢋮	xiàn
𢋹	wú
𢋻	yǐn
𢋼	xī
𢋾	qiáng
𢋿	zhāi
𢌀	xiè
𢌄	qú
𢌈	lí
𢌍	qiān
𢌔	líng
𢌕	luán
𢌚	chān
𢌛	zhēng
𢌦	zhèng
𢌨	yán
𢌲	yìn
𢌳	kuí
𢌷	qū
𢌹	fú
𢌻	yù
𢍁	qí bì
𢍆	qì qiè
𢍇	jì
𢍈	yuān zàng
𢍉	qí
𢍎	gào
𢍏	juàn
𢍑	qí
𢍓	gǎi
𢍕	quàn
𢍚	wèi
𢍜	zūn
𢍧	zhì
𢍩	shèn
𢍪	dēng
𢍫	jiǎn
𢍭	sì
𢍰	yì zé
𢍱	qiān
𢍼	lì
𢍿	zāng
𢎀	yì
𢎂	cái
𢎃	yì
𢎄	gē
𢎆	dié
𢎈	zhī
𢎉	yì
𢎋	zāi
𢎌	dài
𢎎	sù
𢎔	jié
𢎕	chèn
𢎖	qú
𢎘	hàn
𢎙	xián
𢎛	jié
𢎟	dàn
𢎠	quán juàn
𢎡	jié
𢎥	juàn
𢎪	dàn
𢎭	jīn
𢎯	yí
𢎴	bīng
𢎵	hú
𢎹	jué
𢎻	yú
𢏃	lǐ
𢏄	qiáng
𢏅	shuǐ
𢏆	kū
𢏈	zhěn
𢏍	fú
𢏎	shēn
𢏒	chuí
𢏕	tóng
𢏗	yì
𢏙	yáng
𢏜	tuó
𢏝	zhōu
𢏞	jí
𢏤	xùn
𢏦	shěn
𢏧	xuān
𢏭	liú
𢏮	yuān
𢏯	hú shǐ
𢏰	zhèng
𢏳	pēng bēng
𢏷	jué
𢐂	zhì
𢐃	piān
𢐄	yuàn
𢐆	jiān
𢐊	páng
𢐎	zhuàn
𢐐	xián
𢐒	bēng
𢐔	cōng
𢐖	mò
𢐚	guó
𢐞	chéng
𢐟	qiāo
𢐦	bì
𢐩	qiǎng
𢐫	zhōu
𢐲	fán
𢐳	biē
𢐴	fèng
𢐾	bó
𢐿	rǒng
𢑅	dǐng
𢑆	quán
𢑇	jiù
𢑈	yáo
𢑏	yì
𢑓	xiá
𢑖	zǎo
𢑚	shēn
𢑝	dān
𢑞	yì
𢑟	wǔ
𢑠	tuó
𢑢	hū
𢑧	xī
𢑬	lái
𢑭	wèi
𢑮	fēi
𢑱	yí
𢑹	hú
𢒆	xiān
𢒉	shǎn
𢒍	fèi
𢒐	cuò
𢒒	fú
𢒔	chù
𢒝	diū
𢒞	làn
𢒩	xǐ
𢒫	xún
𢒯	biāo
𢒰	yù
𢒱	suì
𢒲	xǐ
𢒷	póu
𢒾	jiào
𢓀	yì
𢓃	wán
𢓄	jǐ
𢓆	wán
𢓇	tuì nà
𢓈	xùn
𢓋	àng
𢓍	tiān
𢓎	chí
𢓒	rán
𢓔	sà
𢓕	yín
𢓖	pī
𢓗	cǐ
𢓘	tóng tāo
𢓙	yǐn
𢓜	gé
𢓝	tiāo
𢓞	zhēng
𢓟	zhòu
𢓡	yí tí
𢓢	kuà
𢓣	sōng
𢓧	dì
𢓬	xié
𢓮	xiāo
𢓯	guàng wǎng
𢓰	tuǒ
𢓱	fēng fèng
𢓲	wú hú
𢓴	tuì
𢓵	xiù
𢓿	yóu
𢔁	líng
𢔂	yàn
𢔅	dōng
𢔆	qì
𢔇	táo
